track_id,track_name,track_artist,track_popularity,track_album_release_date,danceability,energy,key,loudness,mode,valence,tempo,duration_ms,song_percentile,duration_min
4DkZDzcHicZBXCEdA19oWs,Big Drip,Fivio Foreign,73,2019-11-13,0.814,0.661,0,-6.453,1,0.474,139.956,168307,90.721048798252,2.8051166666666667
1faIb3PPSzEifCHUOJ691R,Broke As Fuck,YBN Cordae,73,2019-07-26,0.616,0.669,1,-5.791,1,0.275,154.056,196112,90.721048798252,3.2685333333333335
4HPTladgOGcGzleMR3I0FK,Carbonated Water,Ski Mask The Slump God,73,2019-10-31,0.938,0.559,10,-6.734,1,0.76,119.901,141040,90.721048798252,2.3506666666666667
69eXHDgEEQ6itzt03E7fKz,Cravin (feat. G-Eazy),DaniLeigh,73,2019-10-18,0.834,0.538,4,-5.54,0,0.536,97.025,178907,90.721048798252,2.9817833333333335
694vvR5o19xHPhhJ5QdLN7,NO HALO,BROCKHAMPTON,73,2019-08-23,0.643,0.573,4,-7.034,1,0.47,165.192,259747,90.721048798252,4.329116666666667
4isVKxoLiuaSROsXno2XWq,Puls steigt,Capo,73,2019-12-20,0.702,0.604,2,-7.28,0,0.383,96.035,165002,90.721048798252,2.7500333333333336
22XKrkW2HeaLlxNDQs14iG,1000 Hits,Jamule,73,2019-10-31,0.899,0.624,6,-6.729,0,0.751,132.05,156533,90.721048798252,2.6088833333333334
1IikW5aCjY08gagX94j3fJ,Hauseingang,Pashanim,73,2019-12-18,0.549,0.396,8,-8.435,0,0.284,79.559,141452,90.721048798252,2.3575333333333335
4jiCUUfjuJoG03gnw3jj1r,Twerk (con Boro Boro),MamboLosco,73,2019-09-11,0.906,0.525,9,-7.482,1,0.365,96.005,152440,90.721048798252,2.5406666666666666
563yuGweEqRVQtjfsDVRyK,Não Me Sinto Mal Mais,Sidoka,73,2019-10-18,0.814,0.665,9,-7.87,1,0.326,126.027,265356,90.721048798252,4.4226
0e0BqjHEcb6pJAVJ7WZA7V,Si Me Gano Un Grammy,Jon Z,73,2019-11-16,0.812,0.63,4,-5.789,0,0.459,99.739,146409,90.721048798252,2.44015
5J64qSSq0VZuh0CiI9o9Nq,Tú No Amas,Mambo Kingz,73,2019-06-19,0.803,0.589,11,-5.889,1,0.562,140.057,273321,90.721048798252,4.55535
6MbSMSXrSlvsyHf4kcaLQi,No Puedo,Paulo Londra,73,2019-05-23,0.792,0.68,5,-5.392,0,0.519,140.041,175029,90.721048798252,2.91715
3iQOfefMGDVDwo8dZoco8T,Porfa,Feid,73,2019-12-13,0.843,0.549,6,-8.018,0,0.541,83.982,233000,90.721048798252,3.8833333333333333
4t8YQE2FIpTIq9SxeuOuuP,Dime Cuantas Veces,Micro Tdh,73,2019-04-30,0.753,0.572,5,-6.062,0,0.752,200.007,213960,90.721048798252,3.566
1Hd2XLitkt1PYCWSbfF5qV,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,73,2019-05-17,0.861,0.666,8,-5.18,0,0.853,145.041,202625,90.721048798252,3.377083333333333
2eZjO58Qe9og2xmyfw4qwJ,Ludens,Bring Me The Horizon,73,2019-11-06,0.295,0.679,1,-6.182,1,0.381,197.964,280152,90.721048798252,4.6692
2swZ0X1njeU32SNJeBKIfW,Inmortal,Aventura,73,2019-04-05,0.77,0.775,8,-4.65,0,0.848,124.015,256440,90.721048798252,4.274
0cDumxvNKhydP1Cmon2S6E,DOSIS,Dvicio,73,2019-11-01,0.747,0.772,4,-6.363,1,0.782,107.95,219189,90.721048798252,3.65315
28veUNu4veN0LOBVa0nFw8,"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,73,2019-12-21,0.804,0.913,0,-3.135,1,0.544,119.993,176125,90.721048798252,2.935416666666667
4QVEEOx7TeTA0vQfeP8tgN,Goal,Patron,73,2019-11-13,0.881,0.75,5,-6.341,0,0.461,101.035,194586,90.721048798252,3.2431
5uVgsAzjO6eJR06VPrqUga,Muito Calor,Ozuna,73,2019-07-11,0.814,0.863,9,-2.885,1,0.597,98.048,185147,90.721048798252,3.0857833333333335
51uLQESb4VnYAbs5WtGxho,En Cero,Yandel,73,2019-05-24,0.733,0.782,9,-4.788,1,0.634,93.021,223587,90.721048798252,3.72645
2fOjendzUzepHwR9QrVyYF,La Respuesta,Becky G,73,2019-04-19,0.757,0.832,4,-3.674,0,0.53,180.05,182400,90.721048798252,3.04
3Ey11v2aiX14s4wBaYbhlp,Don't Waste My Time (feat. Ella Mai),Usher,73,2019-12-13,0.701,0.778,2,-5.076,1,0.609,99.956,199720,90.721048798252,3.328666666666667
3eB9M6owEHwk4nNrZRNUwd,Mi Persona Favorita,Alejandro Sanz,73,2019-03-28,0.582,0.659,8,-7.511,1,0.583,155.957,239972,90.721048798252,3.9995333333333334
4EKZsrsCKyqr64FBHLc0DU,Créeme,KAROL G,73,2019-05-03,0.715,0.874,6,-3.576,1,0.652,96.995,214293,90.721048798252,3.57155
07eET3PAzpSz5CLE4wGgN5,Inocente,Myke Towers,73,2019-06-25,0.757,0.748,2,-3.406,0,0.94,173.97,201579,90.721048798252,3.35965
0OoqRZXnSrgIUAha3iLKG1,La Cama,Lunay,73,2019-10-25,0.7,0.904,2,-2.826,0,0.817,173.975,189296,90.721048798252,3.154933333333333
6S1IgeHxxOT9qVWnmsdGxe,Treehouse (feat. Shotty Horroh),James Arthur,73,2019-09-06,0.691,0.733,6,-5.02,1,0.797,153.976,219933,90.721048798252,3.66555
4wuCQX7JvAZLlrcmH4AeZF,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,73,2019-07-12,0.746,0.787,4,-6.373,1,0.607,95.005,206187,90.721048798252,3.43645
2Fn4gZI3MAeWTiv7cSVxZQ,Another Place,Bastille,73,2019-11-01,0.685,0.742,8,-5.409,1,0.618,115.008,213511,90.721048798252,3.5585166666666668
2grAr8pWMuLWn8ZYEE9wDV,Never Seen the Rain,Tones and I,73,2019-07-15,0.485,0.461,9,-5.646,1,0.324,87.009,200756,90.721048798252,3.3459333333333334
3xRcQ04b0l5RiU2w7lJhCD,Bad,James Bay,73,2019-05-10,0.549,0.413,4,-5.587,1,0.29,139.981,225920,90.721048798252,3.7653333333333334
3iH29NcCxYgI5shlkZrUoB,gone girl,iann dior,73,2019-11-08,0.677,0.714,11,-5.637,1,0.355,94.956,136568,90.721048798252,2.276133333333333
4EivmOT13NMpNSfTKn9p4s,Like That (feat. Gucci Mane),Doja Cat,73,2019-11-07,0.879,0.499,4,-6.027,0,0.405,106.043,163173,90.721048798252,2.71955
0sqbGUEecNagMilnntIsuZ,Il tuo profumo,Fred De Palma,73,2019-09-13,0.782,0.657,5,-7.592,1,0.303,106.014,160856,90.721048798252,2.6809333333333334
0iRKVjfQzpr41T3WsU7shl,Lento,Boro Boro,73,2019-06-07,0.651,0.864,8,-5.799,0,0.812,181.936,162363,90.721048798252,2.70605
0nxYyX5PIHJqF4VSb4CIFV,All This Love (feat. Harlœ),Robin Schulz,73,2019-05-03,0.469,0.801,5,-5.635,1,0.425,124.068,164797,90.721048798252,2.7466166666666667
65i9Mc7h1CG7ssI1OhMPcT,Onze e Pouquinho,Dilsinho,73,2019-10-18,0.609,0.597,9,-8.881,0,0.746,140.03,180687,90.721048798252,3.01145
2x8TNY9KwNvD19gVGs4WOP,Ela É do Tipo,MC Kevin o Chris,73,2019-03-07,0.632,0.398,6,-6.615,1,0.633,90.695,204931,90.721048798252,3.4155166666666665
5pddmkNwatcLOEqDqj7xEp,Perrengue - Ao Vivo,Gusttavo Lima,73,2019-10-04,0.826,0.866,0,-1.517,1,0.909,123.11,211483,90.721048798252,3.5247166666666665
01wavOnjFBNgdMWBFYIAP4,50 Vezes - Ao Vivo,Sorriso Maroto,73,2019-03-29,0.557,0.657,7,-6.428,1,0.574,147.872,184107,90.721048798252,3.06845
6NgwHmEgfQVIYQBq8QcWMi,Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,Diego & Victor Hugo,73,2019-03-08,0.668,0.884,0,-3.239,1,0.707,116.993,144071,90.721048798252,2.4011833333333334
4pnlRYoaaGu24SuC3et5Pv,Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo,Yasmin Santos,73,2019-08-16,0.716,0.828,11,-4.375,1,0.806,124.895,190950,90.721048798252,3.1825
